Potential,Flux
10.0,0.0010207721
9.95995995995996,0.0006805148
9.91991991991992,-0.0013610296
9.87987987987988,0.0003402574
9.83983983983984,-0.0003402574
9.7997997997998,0.0006805148
9.75975975975976,-0.0
9.71971971971972,-0.0013610296
9.67967967967968,-0.0003402574
9.63963963963964,-0.0006805148
9.5995995995996,-0.0
9.55955955955956,0.0003402574
9.51951951951952,-0.0003402574
9.47947947947948,-0.0006805148
9.43943943943944,-0.0003402574
9.3993993993994,-0.0006805148
9.35935935935936,-0.0013610296
9.31931931931932,0.0006805148
9.27927927927928,-0.0
9.23923923923924,0.0006805148
9.1991991991992,-0.0003402574
9.15915915915916,-0.0010207721
9.11911911911912,-0.0006805148
9.07907907907908,-0.0010207721
9.03903903903904,-0.0003402574
8.998998998999,-0.0006805148
8.95895895895896,-0.0
8.91891891891892,-0.0013610296
8.87887887887888,0.0003402574
8.83883883883884,-0.0006805148
8.7987987987988,-0.0003402574
8.75875875875876,-0.0003402574
8.71871871871872,-0.0
8.67867867867868,-0.0006805148
8.63863863863864,-0.0
8.598598598598599,-0.0006805148
8.558558558558559,-0.0006805148
8.518518518518519,-0.0003402574
8.478478478478479,-0.0
8.438438438438439,-0.0010207721
8.398398398398399,-0.0010207721
8.358358358358359,-0.0
8.318318318318319,-0.0013610296
8.278278278278279,-0.0006805148
8.238238238238239,-0.0006805148
8.198198198198199,-0.0013610296
8.158158158158159,-0.0006805148
8.118118118118119,-0.0003402574
8.078078078078079,-0.0003402574
8.038038038038039,-0.0006805148
7.997997997997999,-0.0006805148
7.957957957957958,-0.0006805148
7.917917917917918,-0.0003402574
7.877877877877878,-0.0
7.837837837837838,-0.0003402574
7.797797797797798,-0.0006805148
7.757757757757758,-0.0013610296
7.717717717717718,-0.0017012869
7.677677677677678,-0.0006805148
7.637637637637638,-0.0010207721
7.597597597597598,-0.0013610296
7.5575575575575575,-0.0006805148
7.5175175175175175,-0.0010207721
7.4774774774774775,-0.0006805148
7.4374374374374375,-0.0003402574
7.397397397397397,-0.0013610296
7.357357357357357,-0.0013610296
7.317317317317317,-0.0003402574
7.277277277277277,-0.0003402574
7.237237237237237,-0.0010207721
7.197197197197197,-0.0006805148
7.157157157157157,-0.0013610296
7.117117117117117,-0.0013610296
7.077077077077076,-0.0013610296
7.037037037037037,-0.0017012869
6.996996996996997,-0.0010207721
6.956956956956956,-0.0017012869
6.916916916916917,-0.0
6.876876876876876,-0.0017012869
6.836836836836837,-0.0017012869
6.796796796796797,-0.0013610296
6.756756756756756,-0.0027220591
6.716716716716717,-0.0017012869
6.676676676676676,-0.0020415443
6.636636636636637,-0.0020415443
6.596596596596597,-0.0027220591
6.556556556556556,-0.0013610296
6.516516516516517,-0.0013610296
6.476476476476476,-0.0013610296
6.436436436436436,-0.0010207721
6.396396396396397,-0.0027220591
6.356356356356356,-0.0027220591
6.316316316316316,-0.0027220591
6.276276276276276,-0.0020415443
6.236236236236236,-0.0020415443
6.196196196196197,-0.0020415443
6.156156156156156,-0.0017012869
6.116116116116116,-0.0023818016
6.076076076076076,-0.0027220591
6.036036036036036,-0.0040830886
